Unigrams,Adjective1,Adjective2,Adjective3,Class
called,tuesdai,NA,NA,negative
advance,tuesdai,NA,NA,negative
tuesday,tuesdai,NA,NA,negative
meeting,tuesdai,NA,NA,negative
members,tuesdai,NA,NA,negative
protest,tuesdai,NA,NA,negative
against,tuesdai,NA,NA,negative
cuts,tuesdai,NA,NA,negative
education,tuesdai,NA,NA,negative
which,tuesdai,NA,NA,negative
expected,tuesdai,NA,NA,negative
under,tuesdai,NA,NA,negative
governments,tuesdai,NA,NA,negative
spending,tuesdai,NA,NA,negative
budget,tuesdai,NA,NA,negative
dollar,mani,tokyo,monetari,negative
weakened,mani,tokyo,monetari,negative
during,mani,tokyo,monetari,negative
with,mani,tokyo,monetari,negative
many,mani,tokyo,monetari,negative
dealers,mani,tokyo,monetari,negative
sidelined,mani,tokyo,monetari,negative
because,mani,tokyo,monetari,negative
uncertainty,mani,tokyo,monetari,negative
over,mani,tokyo,monetari,negative
tokyos,mani,tokyo,monetari,negative
monetary,mani,tokyo,monetari,negative
direction,mani,tokyo,monetari,negative
ahead,mani,tokyo,monetari,negative
important,mani,tokyo,monetari,negative
japanese,mani,tokyo,monetari,negative
tankan,mani,tokyo,monetari,negative
economic,mani,tokyo,monetari,negative
survey,mani,tokyo,monetari,negative
wednesday,mani,tokyo,monetari,negative
merger,big,nation,due,negative
will,big,nation,due,negative
have,big,nation,due,negative
repurcussions,big,nation,due,negative
europe,big,nation,due,negative
where,big,nation,due,negative
some,big,nation,due,negative
national,big,nation,due,negative
telephone,big,nation,due,negative
monopolies,big,nation,due,negative
expire,big,nation,due,negative
present,big,nation,due,negative
tempting,big,nation,due,negative
combination,big,nation,due,negative
bloated,big,nation,due,negative
prices,big,nation,due,negative
workforces,big,nation,due,negative
complacent,big,nation,due,negative
management,big,nation,due,negative
moves,NA,NA,NA,negative
made,NA,NA,NA,negative
when,NA,NA,NA,negative
part,NA,NA,NA,negative
market,NA,NA,NA,negative
holiday,NA,NA,NA,negative
tend,NA,NA,NA,negative
give,NA,NA,NA,negative
ghost,NA,NA,NA,negative
pretty,NA,NA,NA,negative
quickly,NA,NA,NA,negative
dealer,NA,NA,NA,negative
said,NA,NA,NA,negative
british,british,NA,NA,negative
regulator,british,NA,NA,negative
suspends,british,NA,NA,negative
three,british,NA,NA,negative
barings,british,NA,NA,negative
staff,british,NA,NA,negative
britains,britain,kei,more,negative
markets,britain,kei,more,negative
regulator,britain,kei,more,negative
securities,britain,kei,more,negative
futures,britain,kei,more,negative
authority,britain,kei,more,negative
said,britain,kei,more,negative
tuesday,britain,kei,more,negative
disciplined,britain,kei,more,negative
three,britain,kei,more,negative
more,britain,kei,more,negative
former,britain,kei,more,negative
directors,britain,kei,more,negative
barings,britain,kei,more,negative
british,britain,kei,more,negative
merchant,britain,kei,more,negative
bank,britain,kei,more,negative
which,britain,kei,more,negative
collapsed,britain,kei,more,negative
february,britain,kei,more,negative
statement,maclean,due,NA,negative
said,maclean,due,NA,negative
three,maclean,due,NA,negative
george,maclean,due,NA,negative
maclean,maclean,due,NA,negative
head,maclean,due,NA,negative
banking,maclean,due,NA,negative
group,maclean,due,NA,negative
baring,maclean,due,NA,negative
investment,maclean,due,NA,negative
bank,maclean,due,NA,negative
anthony,maclean,due,NA,negative
hawes,maclean,due,NA,negative
group,maclean,due,NA,negative
treasurer,maclean,due,NA,negative
baring,maclean,due,NA,negative
investment,maclean,due,NA,negative
bank,maclean,due,NA,negative
anthony,maclean,due,NA,negative
gamby,maclean,due,NA,negative
director,maclean,due,NA,negative
settlements,maclean,due,NA,negative
baring,maclean,due,NA,negative
investment,maclean,due,NA,negative
bank,maclean,due,NA,negative
failed,maclean,due,NA,negative
with,maclean,due,NA,negative
skill,maclean,due,NA,negative
care,maclean,due,NA,negative
diligence,maclean,due,NA,negative
march,vital,london,financi,negative
which,vital,london,financi,negative
grants,vital,london,financi,negative
licences,vital,london,financi,negative
vital,vital,london,financi,negative
business,vital,london,financi,negative
londons,vital,london,financi,negative
financial,vital,london,financi,negative
district,vital,london,financi,negative
said,vital,london,financi,negative
started,vital,london,financi,negative
disciplinary,vital,london,financi,negative
action,vital,london,financi,negative
against,vital,london,financi,negative
unspecified,vital,london,financi,negative
number,vital,london,financi,negative
unnamed,vital,london,financi,negative
individuals,vital,london,financi,negative
connection,vital,london,financi,negative
with,vital,london,financi,negative
collapse,vital,london,financi,negative
barings,vital,london,financi,negative
nick,unauthoris,NA,NA,negative
leeson,unauthoris,NA,NA,negative
trader,unauthoris,NA,NA,negative
blamed,unauthoris,NA,NA,negative
stacking,unauthoris,NA,NA,negative
billion,unauthoris,NA,NA,negative
unauthorised,unauthoris,NA,NA,negative
trading,unauthoris,NA,NA,negative
losses,unauthoris,NA,NA,negative
which,unauthoris,NA,NA,negative
crippled,unauthoris,NA,NA,negative
bank,unauthoris,NA,NA,negative
serving,unauthoris,NA,NA,negative
half,unauthoris,NA,NA,negative
year,unauthoris,NA,NA,negative
jail,unauthoris,NA,NA,negative
sentence,unauthoris,NA,NA,negative
singapore,unauthoris,NA,NA,negative
yorks,new,neg,tokyo,negative
negative,new,neg,tokyo,negative
close,new,neg,tokyo,negative
monday,new,neg,tokyo,negative
also,new,neg,tokyo,negative
unsettled,new,neg,tokyo,negative
dollar,new,neg,tokyo,negative
already,new,neg,tokyo,negative
uncertainty,new,neg,tokyo,negative
over,new,neg,tokyo,negative
tokyos,new,neg,tokyo,negative
monetary,new,neg,tokyo,negative
direction,new,neg,tokyo,negative
ahead,new,neg,tokyo,negative
important,new,neg,tokyo,negative
survey,new,neg,tokyo,negative
japanese,new,neg,tokyo,negative
economic,new,neg,tokyo,negative
survey,new,neg,tokyo,negative
wednesday,new,neg,tokyo,negative
stocks,london,NA,NA,negative
london,london,NA,NA,negative
started,london,NA,NA,negative
week,london,NA,NA,negative
badly,london,NA,NA,negative
after,london,NA,NA,negative
three,london,NA,NA,negative
weekend,london,NA,NA,negative
slipping,london,NA,NA,negative
percent,london,NA,NA,negative
most,NA,NA,NA,negative
euro,NA,NA,NA,negative
bourses,NA,NA,NA,negative
down,NA,NA,NA,negative
london,NA,NA,NA,negative
most,european,earli,poor,negative
european,european,earli,poor,negative
bourses,european,earli,poor,negative
declined,european,earli,poor,negative
early,european,earli,poor,negative
trade,european,earli,poor,negative
tuesday,european,earli,poor,negative
weighed,european,earli,poor,negative
down,european,earli,poor,negative
poor,european,earli,poor,negative
performance,european,earli,poor,negative
wall,european,earli,poor,negative
street,european,earli,poor,negative
with,european,earli,poor,negative
london,european,earli,poor,negative
falling,european,earli,poor,negative
most,european,earli,poor,negative
after,european,earli,poor,negative
hitting,european,earli,poor,negative
peak,european,earli,poor,negative
last,european,earli,poor,negative
friday,european,earli,poor,negative
london,lower,long,disappoint,negative
shares,lower,long,disappoint,negative
started,lower,long,disappoint,negative
sharply,lower,long,disappoint,negative
lower,lower,long,disappoint,negative
tuesday,lower,long,disappoint,negative
after,lower,long,disappoint,negative
long,lower,long,disappoint,negative
holiday,lower,long,disappoint,negative
weekend,lower,long,disappoint,negative
disappointing,lower,long,disappoint,negative
performance,lower,long,disappoint,negative
wall,lower,long,disappoint,negative
street,lower,long,disappoint,negative
technical,lower,long,disappoint,negative
positions,lower,long,disappoint,negative
market,lower,long,disappoint,negative
sparked,lower,long,disappoint,negative
early,lower,long,disappoint,negative
markdown,lower,long,disappoint,negative
traders,lower,long,disappoint,negative
said,lower,long,disappoint,negative
ftse,lower,last,NA,negative
opened,lower,last,NA,negative
some,lower,last,NA,negative
points,lower,last,NA,negative
lower,lower,last,NA,negative
shares,lower,last,NA,negative
retrenched,lower,last,NA,negative
after,lower,last,NA,negative
string,lower,last,NA,negative
time,lower,last,NA,negative
highs,lower,last,NA,negative
last,lower,last,NA,negative
week,lower,last,NA,negative
with,long,poor,u,negative
long,long,poor,u,negative
bond,long,poor,u,negative
yield,long,poor,u,negative
creeping,long,poor,u,negative
back,long,poor,u,negative
seven,long,poor,u,negative
percent,long,poor,u,negative
level,long,poor,u,negative
again,long,poor,u,negative
poor,long,poor,u,negative
performance,long,poor,u,negative
stocks,long,poor,u,negative
recent,long,poor,u,negative
sessions,long,poor,u,negative
shares,long,poor,u,negative
were,long,poor,u,negative
unable,long,poor,u,negative
hold,long,poor,u,negative
fridays,long,poor,u,negative
record,long,poor,u,negative
closing,long,poor,u,negative
high,long,poor,u,negative
airport,other,iraqi,NA,negative
spokesman,other,iraqi,NA,negative
said,other,iraqi,NA,negative
hijackers,other,iraqi,NA,negative
police,other,iraqi,NA,negative
said,other,iraqi,NA,negative
were,other,iraqi,NA,negative
armed,other,iraqi,NA,negative
with,other,iraqi,NA,negative
grenades,other,iraqi,NA,negative
possibly,other,iraqi,NA,negative
other,other,iraqi,NA,negative
explosives,other,iraqi,NA,negative
were,other,iraqi,NA,negative
believed,other,iraqi,NA,negative
iraqi,other,iraqi,NA,negative
nationals,other,iraqi,NA,negative
oliver,angri,nbc,world,negative
said,angri,nbc,world,negative
became,angri,nbc,world,negative
angry,angri,nbc,world,negative
when,angri,nbc,world,negative
television,angri,nbc,world,negative
commentators,angri,nbc,world,negative
began,angri,nbc,world,negative
calling,angri,nbc,world,negative
johnson,angri,nbc,world,negative
worlds,angri,nbc,world,negative
fastest,angri,nbc,world,negative
title,angri,nbc,world,negative
said,angri,nbc,world,negative
traditionally,angri,nbc,world,negative
goes,angri,nbc,world,negative
winner,angri,nbc,world,negative
meter,angri,nbc,world,negative
race,angri,nbc,world,negative
canadians,fastest,NA,NA,negative
take,fastest,NA,NA,negative
issue,fastest,NA,NA,negative
with,fastest,NA,NA,negative
world,fastest,NA,NA,negative
fastest,fastest,NA,NA,negative
title,fastest,NA,NA,negative
canadian,u,world,fastest,negative
newspaper,u,world,fastest,negative
publisher,u,world,fastest,negative
mounting,u,world,fastest,negative
campaign,u,world,fastest,negative
strip,u,world,fastest,negative
sprinter,u,world,fastest,negative
michael,u,world,fastest,negative
johnson,u,world,fastest,negative
title,u,world,fastest,negative
worlds,u,world,fastest,negative
fastest,u,world,fastest,negative
since,last,lengthi,local,negative
last,last,lengthi,local,negative
year,last,lengthi,local,negative
group,last,lengthi,local,negative
been,last,lengthi,local,negative
involved,last,lengthi,local,negative
lengthy,last,lengthi,local,negative
battle,last,lengthi,local,negative
prevent,last,lengthi,local,negative
local,last,lengthi,local,negative
rivals,last,lengthi,local,negative
businessmen,last,lengthi,local,negative
george,last,lengthi,local,negative
sombonos,last,lengthi,local,negative
george,last,lengthi,local,negative
charalambous,last,lengthi,local,negative
from,last,lengthi,local,negative
using,last,lengthi,local,negative
name,last,lengthi,local,negative
court,u,corporation,u,negative
earlier,u,corporation,u,negative
ruled,u,corporation,u,negative
favour,u,corporation,u,negative
georges,u,corporation,u,negative
rejected,u,corporation,u,negative
corporations,u,corporation,u,negative
claim,u,corporation,u,negative
that,u,corporation,u,negative
sanctions,u,corporation,u,negative
kept,u,corporation,u,negative
apartheid,u,corporation,u,negative
south,u,corporation,u,negative
africa,u,corporation,u,negative
slovakias,slovakia,prime,kei,negative
prime,slovakia,prime,kei,negative
minister,slovakia,prime,kei,negative
vladimir,slovakia,prime,kei,negative
meciar,slovakia,prime,kei,negative
sacked,slovakia,prime,kei,negative
three,slovakia,prime,kei,negative
ministers,slovakia,prime,kei,negative
tuesday,slovakia,prime,kei,negative
news,slovakia,prime,kei,negative
agency,slovakia,prime,kei,negative
reported,slovakia,prime,kei,negative
said,slovak,michal,foreign,negative
slovak,slovak,michal,foreign,negative
president,slovak,michal,foreign,negative
michal,slovak,michal,foreign,negative
kovac,slovak,michal,foreign,negative
accepted,slovak,michal,foreign,negative
firing,slovak,michal,foreign,negative
economics,slovak,michal,foreign,negative
foreign,slovak,michal,foreign,negative
affairs,slovak,michal,foreign,negative
interior,slovak,michal,foreign,negative
ministers,slovak,michal,foreign,negative
named,slovak,michal,foreign,negative
replacements,slovak,michal,foreign,negative
three,slovak,michal,foreign,negative
slovak,slovak,kei,NA,negative
premier,slovak,kei,NA,negative
sacks,slovak,kei,NA,negative
three,slovak,kei,NA,negative
ministers,slovak,kei,NA,negative
agency,slovak,kei,NA,negative
privatisation,hungary,irregular,NA,negative
hungarys,hungary,irregular,NA,negative
matav,hungary,irregular,NA,negative
telecommunications,hungary,irregular,NA,negative
company,hungary,irregular,NA,negative
lacked,hungary,irregular,NA,negative
vision,hungary,irregular,NA,negative
irregular,hungary,irregular,NA,negative
state,hungary,irregular,NA,negative
audit,hungary,irregular,NA,negative
